repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study
collaboratory	FI9995	6329334b-dcd5-53c8-98fd-9812ac386d30	BAM	f5c9381090a53c54358feb2ba5b7a3d7.bam	128724614500	f5c9381090a53c54358feb2ba5b7a3d7	23c403db-4bdf-5e81-bfb7-fd7aea57144d	DO217962	BRCA-EU	PCAWG
